dim,case_id,task_id,status,video_url,elapsed,group,prompt,error,usage,request_id
t3_lighting,t3_05,e88c7824-def5-4eec-806a-bc604194ff59,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/7c/20260627/3419032b/53235697-metadata_video_1080p_e88c7824-def5-4eec-806a-bc604194ff59_refiner_watermark.mp4?Expires=1782635500&OSSAccessKeyId=LTAI5tPxpiCM2hjmWrFXrym1&Signature=aO7ePSeYHg8G%2FtW0jQxdJhNi1W4%3D,25,lighting,"Lena is a 25-year-old East Asian woman with long straight black hair reaching mid-back, almond-shaped dark brown eyes with slight epicanthic fold, a small straight nose with a rounded tip, defined cupid's bow on medium lips, fair skin with subtle warm yellow undertone, oval face shape with gently pointed chin, medium eyebrows with a natural arch. She has a calm, intelligent demeanor. Wearing a tailored crimson red knee-length dress, subtle V-neck, sleeveless, no patterns, matte fabric with slight drape Standing in a sunlit urban garden with terracotta tiles, climbing ivy on a stone wall, warm afternoon light, shallow depth of field Neon pink and cyan cross-lighting from both sides, cyberpunk aesthetic, dark background.",,"{""duration"": 5, ""input_video_duration"": 0, ""output_video_duration"": 5, ""video_count"": 1, ""SR"": 1080, ""ratio"": ""16:9""}",e8cc01aa-7b02-9cc5-8a3a-ff2956df7617
t4_costume,t4_v1,c07d8dea-e6e0-474c-8416-c108a4bba1a5,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/53/20260627/3419032b/5367662-metadata_video_1080p_c07d8dea-e6e0-474c-8416-c108a4bba1a5_refiner_watermark.mp4?Expires=1782635712&OSSAccessKeyId=LTAI5tPxpiCM2hjmWrFXrym1&Signature=24A%2FsMXD5Sh5QsClEI7CH7%2BC%2FQM%3D,138,view,"Full body shot from back: Lena: East Asian woman, 25, long straight black hair to mid-back, almond-shaped dark brown eyes, small straight nose, fair skin warm undertone. Wearing a tailored crimson red knee-length dress, subtle V-neck, sleeveless, no patterns, matte fabric with slight drape Back view, hair falling down back, a sunlit urban garden with terracotta tiles, climbing ivy on a stone wall, warm afternoon light, shallow depth of field Dress back detail visible.",,"{""duration"": 5, ""input_video_duration"": 0, ""output_video_duration"": 5, ""video_count"": 1, ""SR"": 1080, ""ratio"": ""16:9""}",2c0021a1-34b6-99d0-918e-d2fb43c2eece
t4_costume,t4_v2,9b960e03-16f5-4416-adfe-c3c2c4e37ec0,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/80/20260627/3419032b/92476779-metadata_video_1080p_9b960e03-16f5-4416-adfe-c3c2c4e37ec0_refiner_watermark.mp4?Expires=1782635716&OSSAccessKeyId=LTAI5tPxpiCM2hjmWrFXrym1&Signature=wxhw88KbMJ0P5WCfkBm8%2FJVai6Q%3D,10,view,"Side profile full body: Lena: East Asian woman, 25, long straight black hair to mid-back, almond-shaped dark brown eyes, small straight nose, fair skin warm undertone. Wearing a tailored crimson red knee-length dress, subtle V-neck, sleeveless, no patterns, matte fabric with slight drape Side view, a sunlit urban garden with terracotta tiles, climbing ivy on a stone wall, warm afternoon light, shallow depth of field Dress silhouette clearly visible.",,"{""duration"": 5, ""input_video_duration"": 0, ""output_video_duration"": 5, ""video_count"": 1, ""SR"": 1080, ""ratio"": ""16:9""}",8db2a0a3-ce40-9bd6-b52f-6060f63d4bbb
t4_costume,t4_a1,50cd3d2f-e627-480e-b8f2-304a87dc6220,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/cc/20260627/3419032b/99629880-metadata_video_1080p_50cd3d2f-e627-480e-b8f2-304a87dc6220.mp4,10,accessory,,,,
t4_costume,t4_c1,78534f7e-02de-48ee-810a-8e439191604d,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/15/20260627/3419032b/11490387-metadata_video_1080p_78534f7e-02de-48ee-810a-8e439191604d.mp4,10,change,,,,
t5_bg,t5_01,[tid-t5_01],SUCCEEDED,,141,scene,,,,
t5_bg,t5_02,[tid-t5_02],SUCCEEDED,,10,scene,,,,
t5_bg,t5_03,[tid-t5_03],SUCCEEDED,,151,scene,,,,
tp_prompt,tp_01,[tid-tp_01],SUCCEEDED,,10,detail,,,,
tp_prompt,tp_02,[tid-tp_02],SUCCEEDED,,140,detail,,,,
tp_prompt,tp_03,[tid-tp_03],SUCCEEDED,,10,negative,,,,
tp_prompt,tp_04,[tid-tp_04],SUCCEEDED,,144,style,,,,
te_edge,te_02,277c5997-ab9f-4b23-8840-87cb261f3655,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/fd/20260627/c8a4f442/53576643-metadata_video_1080p_277c5997-ab9f-4b23-8840-87cb261f3655.mp4,0,extreme_angle,,,,
te_edge,te_03,ef29bec2-9056-4dc7-a563-39407179bba3,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/32/20260627/3419032b/76148808-metadata_video_1080p_ef29bec2-9056-4dc7-a563-39407179bba3.mp4,0,multi_char,,,,
te_edge,te_01,535c6616-2c5a-42c6-a7af-aa9409bd5c13,SUCCEEDED,https://dashscope-a717.oss-accelerate.aliyuncs.com/1d/71/20260627/3419032b/87460041-metadata_video_1080p_535c6616-2c5a-42c6-a7af-aa9409bd5c13_refiner_watermark.mp4?Expires=1782638702&OSSAccessKeyId=LTAI5tPxpiCM2hjmWrFXrym1&Signature=zhAtXkNdgRJbXOPLw5mwCn0Djgk%3D,143,motion_blur,,,,
